0.15912604331970215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8692905902862549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5799033641815186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2886440753936768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0021162033081055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7154881954193115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.424175500869751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.137845277786255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.847673654556274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.561508893966675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.270869016647339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.97993540763855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.688806533813477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.398199319839478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1110999584198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.82050371170044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.53343677520752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.243221044540405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.952449798583984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.662415504455566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.375916957855225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.084834575653076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.795090675354004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.50845694541931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.21754789352417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.92631506919861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.64029335975647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.348920345306396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.062402725219727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.771353483200073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.480331659317017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.19370198249817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.906850576400757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.619828701019287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.328677892684937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.03843092918396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.7511944770813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.460345029830933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.17347550392151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.88251280784607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.591759204864502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.30536985397339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.014033794403076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.73043966293335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.440164804458618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.14881944656372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8573853969574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
